Business Unit,PH1,PH2,Item Code,Item Description,Sales Channel,Stat Forecast,Actual Amount,Date
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,320.0,,2028-06-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,320.0,,2028-09-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,320.0,,2026-05-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,320.0,,2027-06-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,320.0,,2026-12-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,320.0,,2027-03-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,320.0,,2025-03-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,320.0,,2025-12-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2026-08-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2027-08-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2027-04-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2025-01-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2026-10-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2025-11-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2027-10-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2028-07-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2027-01-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2027-05-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2025-04-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2027-02-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2026-01-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2026-11-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2028-10-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2026-07-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2027-11-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2027-07-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2026-02-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2026-04-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2028-08-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2025-02-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,256.0,,2025-05-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,18341.0,2024-02-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,972.0,2024-08-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,194.0,2024-01-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,44511.0,2024-08-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,13481.0,2025-08-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,3067.0,2025-10-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,853.0,2025-06-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,17296.0,2024-01-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,454.0,2025-07-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,518.0,2024-02-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,65.0,2024-05-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,,2025-09-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,10574.0,2023-05-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,1564.0,2024-06-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,49828.0,2024-09-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,15127.0,2024-11-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,16385.0,2025-07-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,,2024-07-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,23347.0,2024-10-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,389.0,2024-11-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,1102.0,2024-12-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,454.0,2024-10-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,43302.0,2024-06-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,842.0,2024-03-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,15498.0,2024-05-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,9877.0,2025-09-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,,2024-04-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,13116.0,2024-12-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,44568.0,2024-07-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,18217.0,2025-06-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,130.0,2024-09-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,259.0,2025-08-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,9871.0,2024-04-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,,2025-10-01
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,,19402.0,2024-03-01
BU1,Category 10,Category 10A,184434,Item ULO,Channel_X,,65.0,2023-05-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,24181.0,,2026-12-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,21353.0,,2025-01-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,18872.0,,2026-06-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,14437.0,,2025-04-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,14012.0,,2026-07-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,13600.0,,2026-09-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,13308.0,,2025-03-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,13222.0,,2026-11-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,13173.0,,2026-10-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,12908.0,,2026-08-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,12755.0,,2025-12-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,12244.0,,2025-11-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,12057.0,,2025-05-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,10853.0,,2027-06-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,10853.0,,2028-06-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,10772.0,,2027-03-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,10772.0,,2027-12-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,10761.0,,2028-09-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,10761.0,,2027-09-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,10738.0,,2026-01-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,10709.0,,2026-05-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,10640.0,,2025-02-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,10382.0,,2026-03-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8876.0,,2027-07-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8876.0,,2028-07-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8676.0,,2028-08-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8676.0,,2027-08-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8618.0,,2027-11-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8618.0,,2028-10-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8618.0,,2027-10-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8617.0,,2027-05-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8617.0,,2027-04-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8617.0,,2027-02-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8617.0,,2027-01-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,8407.0,,2026-04-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,7329.0,,2026-02-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,,4656.0,2024-05-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,,7663.0,2025-09-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,,6955.0,2025-10-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,,5754.0,2025-06-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,,9578.0,2025-08-01
BU1,Category 11,Category 11B,168451,Item DNW,Channel_X,,13375.0,2025-07-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,13553.0,,2025-03-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,13498.0,,2026-03-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,13440.0,,2027-03-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,12104.0,,2026-10-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,12038.0,,2027-10-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,11221.0,,2028-07-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,11220.0,,2026-07-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,11153.0,,2027-07-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,10232.0,,2028-06-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,10202.0,,2026-06-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,10174.0,,2027-06-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,10097.0,,2025-02-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,10063.0,,2026-02-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,10012.0,,2027-02-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,9440.0,,2028-10-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,8851.0,,2026-09-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,8841.0,,2028-09-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,8818.0,,2026-05-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,8778.0,,2027-09-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7518.0,,2025-12-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7459.0,,2026-12-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7458.0,,2026-08-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7457.0,,2028-08-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7387.0,,2027-08-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7364.0,,2027-12-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7308.0,,2025-01-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7273.0,,2026-01-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7251.0,,2027-01-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7195.0,,2025-05-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7105.0,,2027-05-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7104.0,,2025-11-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,7050.0,,2026-11-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,6978.0,,2027-11-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,6081.0,,2025-04-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,6025.0,,2026-04-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,5975.0,,2027-04-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4914.0,,2027-03-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4906.0,,2025-03-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4905.0,,2026-03-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4811.0,,2028-06-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4811.0,,2027-06-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4810.0,,2026-06-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4801.0,,2027-12-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4798.0,,2026-05-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4791.0,,2026-12-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4787.0,,2025-12-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4536.0,,2028-09-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4536.0,,2027-09-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4536.0,,2026-09-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4233.0,,2027-01-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4233.0,,2026-01-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4231.0,,2025-01-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4230.0,,2027-02-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4230.0,,2026-02-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,4229.0,,2025-02-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3869.0,,2026-04-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3869.0,,2025-04-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3869.0,,2027-04-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3845.0,,2028-10-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3845.0,,2027-10-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3845.0,,2026-10-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3762.0,,2027-05-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3761.0,,2025-05-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3642.0,,2028-07-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3642.0,,2027-07-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3642.0,,2026-07-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3486.0,,2028-08-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3486.0,,2027-08-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3486.0,,2026-08-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3305.0,,2026-11-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3300.0,,2025-11-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,3294.0,,2027-11-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,2018.0,2024-08-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,2043.0,2024-06-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,15483.0,2023-08-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,14184.0,2023-03-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,16040.0,2024-03-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,5336.0,2023-04-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,4244.0,2025-09-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,17.0,2024-09-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,3647.0,2025-08-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,8561.0,2023-09-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,378.0,2022-05-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,12779.0,2023-06-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,6815.0,2024-11-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,992.0,2024-07-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,9147.0,2024-09-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,2504.0,2025-10-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,7679.0,2025-08-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,8091.0,2023-05-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,13016.0,2024-10-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,1157.0,2024-10-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,7365.0,2024-01-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,6395.0,2024-04-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,4878.0,2024-12-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,10191.0,2023-11-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,11147.0,2024-06-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,11066.0,2025-06-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,165.0,2024-11-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,1602.0,2024-01-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,11813.0,2025-07-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,135.0,2024-07-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,10643.0,2024-02-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,567.0,2023-05-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,3032.0,2024-04-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,8513.0,2025-10-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,5871.0,2024-03-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,9233.0,2023-12-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,7536.0,2025-09-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,2772.0,2024-02-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,3764.0,2025-07-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,10547.0,2023-01-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,11214.0,2023-10-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,7422.0,2024-12-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,13953.0,2023-02-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,16202.0,2024-08-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,8513.0,2024-05-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,3488.0,2024-05-01
BU1,Category 11,Category 11F,160127,Item RGL,Channel_X,,7979.0,2023-07-01
BU1,Category 11,Category 11F,784068,Item HDJ,Channel_X,,5168.0,2025-06-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,11422.0,,2025-03-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,11312.0,,2026-03-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,11299.0,,2027-03-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,10527.0,,2025-03-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,9894.0,,2026-03-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,9523.0,,2025-02-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,9492.0,,2027-03-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,9432.0,,2026-02-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,9430.0,,2027-02-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,8581.0,,2025-02-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,8386.0,,2026-09-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,8193.0,,2028-08-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,8124.0,,2028-09-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,8101.0,,2026-02-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,8074.0,,2026-09-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,7972.0,,2027-09-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,7934.0,,2028-08-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,7871.0,,2026-08-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,7856.0,,2026-08-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,7803.0,,2027-08-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,7753.0,,2027-02-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,7672.0,,2026-05-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,7573.0,,2027-09-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,7487.0,,2025-11-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,7408.0,,2026-11-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,7353.0,,2027-11-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,7262.0,,2027-08-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,7144.0,,2028-09-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,6956.0,,2028-06-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,6936.0,,2026-06-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,6866.0,,2027-06-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,6437.0,,2025-05-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,6384.0,,2027-05-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,6358.0,,2026-06-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,6100.0,,2025-11-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,5935.0,,2028-07-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,5908.0,,2026-07-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,5843.0,,2025-12-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,5832.0,,2027-07-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,5750.0,,2026-05-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,5735.0,,2028-06-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,5640.0,,2026-10-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,5578.0,,2027-06-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,5458.0,,2026-11-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,5189.0,,2025-05-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,5162.0,,2026-12-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,5112.0,,2027-10-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,4961.0,,2025-01-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,4889.0,,2026-01-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,4866.0,,2025-12-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,4860.0,,2027-01-01
BU1,Category 11,Category 11G,637226,Item TLD,Channel_X,4781.0,,2027-11-01
BU1,Category 11,Category 11G,707268,Item RJG,Channel_X,4771.0,,2026-12-01
